1,/36/,divison,10000001,36,চট্টগ্রাম,http://www.chittagongdiv.gov.bd/,Chittagong,1
209,/36/28/6195/6199/,union,6195,6199,ভূলইন (দক্ষিন) ইউনিয়ন,http://bhuloinsouthup.comilla.gov.bd,Bhuloinsouth,4
210,/36/28/6195/6200/,union,6195,6200,বেলঘর (উত্তর) ইউনিয়ন,http://belgornorthup.comilla.gov.bd,Belgornorth,4
211,/36/28/6195/6201/,union,6195,6201,বেলঘর (দক্ষিন) ইউনিয়ন,http://belgorsouthup.comilla.gov.bd,Belgorsouth,4
212,/36/28/6195/6202/,union,6195,6202,পেরুল (উত্তর) ইউনিয়ন,http://perulnorthup.comilla.gov.bd,Perulnorth,4
213,/36/28/6195/6203/,union,6195,6203,পেরুল (দক্ষিন) ইউনিয়ন,http://perulsouthup.comilla.gov.bd,Perulsouth,4
214,/36/987/,district,36,987,ফেনী জেলা,http://www.feni.gov.bd,Feni District,2
215,/36/987/4386/,upazilla,987,4386,ছাগলনাইয়া উপজেলা,http://chhagalnaiya.feni.gov.bd,Chhagalnaiya Upazilla,3
216,/36/987/4386/4480/,union,4386,4480,মহামায়া ইউনিয়ন,http://mohamayaup.feni.gov.bd,Mohamaya,4
217,/36/987/4386/4481/,union,4386,4481,পাঠাননগর ইউনিয়ন,http://pathannagarup.feni.gov.bd,Pathannagar,4
218,/36/987/4386/4482/,union,4386,4482,শুভপুর ইউনিয়ন,http://subhapurup.feni.gov.bd,Subhapur,4
219,/36/987/4386/4483/,union,4386,4483,রাধানগর ইউনিয়ন,http://radhanagarup.feni.gov.bd,Radhanagar,4
220,/36/987/4386/4484/,union,4386,4484,ঘোপাল ইউনিয়ন,http://gopalup.feni.gov.bd,Gopal,4
221,/36/987/4471/,upazilla,987,4471,ফেনী সদর উপজেলা,http://sadar.feni.gov.bd,Sadar Upazilla,3
222,/36/987/4471/4564/,union,4471,4564,শর্শদি ইউনিয়ন,http://sarishadiup.feni.gov.bd,Sarishadi,4
223,/36/987/4471/4565/,union,4471,4565,পাঁচগাছিয়া ইউনিয়ন,http://panchgachiaup.feni.gov.bd,Panchgachia,4
224,/36/987/4471/4566/,union,4471,4566,ধর্মপুর ইউনিয়ন,http://dhormapurup.feni.gov.bd,Dhormapur,4
225,/36/987/4471/4567/,union,4471,4567,কাজিরবাগ ইউনিয়ন,http://kazirbagup.feni.gov.bd,Kazirbag,4
226,/36/987/4471/4568/,union,4471,4568,কালিদহ ইউনিয়ন,http://kalidahup.feni.gov.bd,Kalidah,4
227,/36/987/4471/4569/,union,4471,4569,বালিগাঁও ইউনিয়ন,http://baligaonup.feni.gov.bd,Baligaon,4
228,/36/987/4471/4570/,union,4471,4570,ধলিয়া ইউনিয়ন,http://dholiaup.feni.gov.bd,Dholia,4
229,/36/987/4471/4571/,union,4471,4571,লেমুয়া ইউনিয়ন,http://lemuaup.feni.gov.bd,Lemua,4
230,/36/987/4471/4572/,union,4471,4572,ছনুয়া ইউনিয়ন,http://chonuaup.feni.gov.bd,Chonua,4
231,/36/987/4471/4573/,union,4471,4573,মোটবী ইউনিয়ন,http://motobiup.feni.gov.bd,Motobi,4
232,/36/987/4471/4574/,union,4471,4574,ফাজিলপুর ইউনিয়ন,http://fazilpurup.feni.gov.bd,Fazilpur,4
233,/36/987/4471/4575/,union,4471,4575,ফরহাদনগর ইউনিয়ন,http://forhadnogorup.feni.gov.bd,Forhadnogor,4
234,/36/987/4474/,upazilla,987,4474,সোনাগাজী উপজেলা,http://sonagazi.feni.gov.bd,Sonagazi Upazilla,3
235,/36/987/4474/4501/,union,4474,4501,চরমজলিশপুর ইউনিয়ন,http://charmozlishpurup.feni.gov.bd,Charmozlishpur,4
236,/36/987/4474/4502/,union,4474,4502,বগাদানা ইউনিয়ন,http://bogadanaup.feni.gov.bd,Bogadana,4
237,/36/987/4474/4503/,union,4474,4503,মতিগঞ্জ ইউনিয়ন,http://motigonjup.feni.gov.bd,Motigonj,4
238,/36/987/4474/4504/,union,4474,4504,মঙ্গলকান্দি ইউনিয়ন,http://mongolkandiup.feni.gov.bd,Mongolkandi,4
239,/36/987/4474/4505/,union,4474,4505,চরদরবেশ ইউনিয়ন,http://chardorbeshup.feni.gov.bd,Chardorbesh,4
240,/36/987/4474/4506/,union,4474,4506,চরচান্দিয়া ইউনিয়ন,http://chorchandiaup.feni.gov.bd,Chorchandia,4
241,/36/987/4474/4507/,union,4474,4507,সোনাগাজী ইউনিয়ন,http://sonagaziup.feni.gov.bd,Sonagazi,4
242,/36/987/4474/4508/,union,4474,4508,আমিরাবাদ ইউনিয়ন,http://amirabadup.feni.gov.bd,Amirabad,4
243,/36/987/4474/4509/,union,4474,4509,নবাবপুর ইউনিয়ন,http://nababpurup.feni.gov.bd,Nababpur,4
244,/36/987/4629/,upazilla,987,4629,ফুলগাজী উপজেলা,http://fulgazi.feni.gov.bd,Fulgazi Upazilla,3
245,/36/987/4629/4639/,union,4629,4639,ফুলগাজী ইউনিয়ন,http://fulgaziup.feni.gov.bd,Fulgazi,4
246,/36/987/4629/4640/,union,4629,4640,মুন্সিরহাট ইউনিয়ন,http://munshirhatup.feni.gov.bd,Munshirhat,4
247,/36/987/4629/4641/,union,4629,4641,দরবারপুর ইউনিয়ন,http://dorbarpurup.feni.gov.bd,Dorbarpur,4
248,/36/987/4629/4642/,union,4629,4642,আনন্দপুর ইউনিয়ন,http://anandopurup.feni.gov.bd,Anandopur,4
249,/36/987/4629/4643/,union,4629,4643,আমজাদহাট ইউনিয়ন,http://amzadhatup.feni.gov.bd,Amzadhat,4
250,/36/987/4629/4644/,union,4629,4644,"জি,এম, হাট ইউনিয়ন",http://gmhatup.feni.gov.bd,Gmhat,4
251,/36/987/4631/,upazilla,987,4631,পরশুরাম উপজেলা,http://parshuram.feni.gov.bd,Parshuram Upazilla,3
252,/36/987/4631/4635/,union,4631,4635,মির্জানগর ইউনিয়ন,http://mizanagarup.feni.gov.bd,Mizanagar,4
253,/36/987/4631/4636/,union,4631,4636,চিথলিয়া ইউনিয়ন,http://ctholiaup.feni.gov.bd,Ctholia,4
254,/36/987/4631/4638/,union,4631,4638,বক্সমাহমুদ ইউনিয়ন,http://boxmahmmudup.feni.gov.bd,Boxmahmmud,4
255,/36/987/4632/,upazilla,987,4632,দাগনভূঞা উপজেলা,http://daganbhuiyan.feni.gov.bd,Daganbhuiyan Upazilla,3
256,/36/987/4632/4645/,union,4632,4645,সিন্দুরপুর ইউনিয়ন,http://sindurpurup.feni.gov.bd,Sindurpur,4
257,/36/987/4632/4646/,union,4632,4646,রাজাপুর ইউনিয়ন,http://rajapurup.feni.gov.bd,Rajapur,4
258,/36/987/4632/4647/,union,4632,4647,পূর্বচন্দ্রপুর ইউনিয়ন,http://purbachandrapurup.feni.gov.bd,Purbachandrapur,4
259,/36/987/4632/4648/,union,4632,4648,রামনগর ইউনিয়ন,http://ramnagarup.feni.gov.bd,Ramnagar,4
260,/36/987/4632/4649/,union,4632,4649,ইয়াকুবপুর ইউনিয়ন,http://yeakubpur.feni.gov.bd,Yeakubpur,4
261,/36/987/4632/4650/,union,4632,4650,দাগনভূঞা ইউনিয়ন,http://daganbhuiyanup.feni.gov.bd,Daganbhuiyan,4
262,/36/987/4632/4651/,union,4632,4651,মাতুভূঞা ইউনিয়ন,http://matubhuiyanup.feni.gov.bd,Matubhuiyan,4
263,/36/987/4632/4652/,union,4632,4652,জায়লস্কর ইউনিয়ন,http://jayloskorup.feni.gov.bd,Jayloskor,4
264,/36/998/,district,36,998,ব্রাহ্মণবাড়িয়া জেলা,http://www.brahmanbaria.gov.bd,Brahmanbaria District,2
265,/36/998/4791/,upazilla,998,4791,ব্রাহ্মণবাড়িয়া সদর উপজেলা,http://sadar.brahmanbaria.gov.bd,Sadar Upazilla,3
266,/36/998/4791/4815/,union,4791,4815,বাসুদেব,http://basudeb.brahmanbaria.gov.bd,Basudeb,4
267,/36/998/4791/4816/,union,4791,4816,মাছিহাতা ইউনিয়ন,http://machihata.brahmanbaria.gov.bd,Machihata,4
268,/36/998/4791/4817/,union,4791,4817,সুলতানপুর ইউনিয়ন,http://sultanpur.brahmanbaria.gov.bd,Sultanpur,4
269,/36/998/4791/4818/,union,4791,4818,রামরাইল ইউনিয়ন,http://ramrail.brahmanbaria.gov.bd,Ramrail,4
270,/36/998/4791/4819/,union,4791,4819,সাদেকপুর ইউনিয়ন,http://sadekpur.brahmanbaria.gov.bd,Sadekpur,4
271,/36/998/4791/4820/,union,4791,4820,তালশহর ইউনিয়ন,http://talsahar.brahmanbaria.gov.bd,Talsahar,4
272,/36/998/4791/4821/,union,4791,4821,নাটাই (দঃ) ইউনিয়ন,http://natais.brahmanbaria.gov.bd,Natais,4
273,/36/998/4791/4862/,union,4791,4862,নাটাই (উঃ),http://natain.brahmanbaria.gov.bd,Natain,4
274,/36/998/4791/4863/,union,4791,4863,সুহিলপুর (দঃ),http://shuhilpur.brahmanbaria.gov.bd,Shuhilpur,4
275,/36/998/4791/4864/,union,4791,4864,বুধল ইউনিয়ন,http://bodhal.brahmanbaria.gov.bd,Bodhal,4
276,/36/998/4791/4865/,union,4791,4865,মজলিশপুর ইউনিয়ন,http://majlishpur.brahmanbaria.gov.bd,Majlishpur,4
277,/36/998/4792/,upazilla,998,4792,কসবা উপজেলা,http://kasba.brahmanbaria.gov.bd,Kasba Upazilla,3
278,/36/998/4792/4987/,union,4792,4987,মূলগ্রাম ইউনিয়ন,http://mulagramup.brahmanbaria.gov.bd,Mulagram,4
279,/36/998/4792/4988/,union,4792,4988,মেহারী ইউনিয়ন,http://mehariup.brahmanbaria.gov.bd,Mehari,4
280,/36/998/4792/4989/,union,4792,4989,বাদৈর ইউনিয়ন,http://badairup.brahmanbaria.gov.bd,Badair,4
281,/36/998/4792/4990/,union,4792,4990,খাড়েরা ইউনিয়ন,http://khareraup.brahmanbaria.gov.bd,Kharera,4
282,/36/998/4792/4991/,union,4792,4991,বিনাউটি ইউনিয়ন,http://benautyup.brahmanbaria.gov.bd,Benauty,4
283,/36/998/4792/4992/,union,4792,4992,গোপীনাথপুর ইউনিয়ন,http://gopinathpurup.brahmanbaria.gov.bd,Gopinathpur,4
284,/36/998/4792/5004/,union,4792,5004,কসবা(পঃ) ইউনিয়ন,http://kasbawup.brahmanbaria.gov.bd,Kasbaw,4
285,/36/998/4792/5005/,union,4792,5005,কুটি ইউনিয়ন,http://kutiup.brahmanbaria.gov.bd,Kuti,4
286,/36/998/4792/5006/,union,4792,5006,কাইমপুর ইউনিয়ন,http://kayempurup.brahmanbaria.gov.bd,Kayempur,4
287,/36/998/4792/5007/,union,4792,5007,বায়েক ইউনিয়ন,http://bayekup.brahmanbaria.gov.bd,Bayek,4
288,/36/998/4800/,upazilla,998,4800,নাসিরনগর উপজেলা,http://nasirnagar.brahmanbaria.gov.bd,Nasirnagar Upazilla,3
289,/36/998/4800/4828/,union,4800,4828,চাতলপাড় ইউনিয়ন,http://chatalparup.brahmanbaria.gov.bd,Chatalpar,4
290,/36/998/4800/4829/,union,4800,4829,ভলাকুট  ইউনিয়ন,"http://bhalakutup.brahmanbaria.gov.bd  ",Bhalakut,4
291,/36/998/4800/4830/,union,4800,4830,কুন্ডা ইউনিয়ন,"http://kundaup.brahmanbaria.gov.bd ",Kunda,4
292,/36/998/4800/4843/,union,4800,4843,গোয়ালনগর ইউনিয়ন,http://goalnagarup.brahmanbaria.gov.bd,Goalnagar,4
293,/36/998/4800/4844/,union,4800,4844,নাসিরনগর  ইউনিয়ন,http://nasirnagarup.brahmanbaria.gov.bd,Nasirnagar,4
294,/36/998/4800/4845/,union,4800,4845,বুড়িশ্বর ইউনিয়ন,http://burishwarup.brahmanbaria.gov.bd,Burishwar,4
295,/36/998/4800/4846/,union,4800,4846,ফান্দাউক ইউনিয়ন,http://fandaukup.brahmanbaria.gov.bd,Fandauk,4
296,/36/998/4800/4866/,union,4800,4866,গুনিয়াউক ইউনিয়ন,http://goniaukup.brahmanbaria.gov.bd,Goniauk,4
297,/36/998/4800/4867/,union,4800,4867,চাপৈরতলা ইউনিয়ন,http://chapartalaup.brahmanbaria.gov.bd,Chapartala,4
298,/36/998/4800/4921/,union,4800,4921,ধরমন্ডল ইউনিয়ন,http://dharnondolup.brahmanbaria.gov.bd,Dharnondol,4
299,/36/998/4800/4922/,union,4800,4922,হরিপুর ইউনিয়ন,http://haripurup.brahmanbaria.gov.bd,Haripur,4
300,/36/998/4800/4923/,union,4800,4923,পূর্বভাগ  ইউনিয়ন,http://purbabhagup.brahmanbaria.gov.bd,Purbabhag,4
301,/36/998/4800/4924/,union,4800,4924,গোকর্ণ ইউনিয়ন,http://gokarnaup.brahmanbaria.gov.bd,Gokarna,4
302,/36/998/4822/,upazilla,998,4822,সরাইল উপজেলা,http://sarail.brahmanbaria.gov.bd,Sarail Upazilla,3
303,/36/998/4822/4823/,union,4822,4823,অরুয়াইল  ইউনিয়ন,http://auraolup.brahmanbaria.gov.bd,Auraol,4
304,/36/998/4822/4824/,union,4822,4824,পাকশিমুল ইউনিয়ন,http://pakshimuulup.brahmanbaria.gov.bd,Pakshimuul,4
305,/36/998/4822/4825/,union,4822,4825,চুন্টা  ইউনিয়ন,http://chuntaup.brahmanbaria.gov.bd,Chunta,4
306,/36/998/4822/4826/,union,4822,4826,কালীকচ্ছ  ইউনিয়ন,http://kalikacchaup.brahmanbaria.gov.bd,Kalikaccha,4
307,/36/998/4822/4827/,union,4822,4827,পানিশ্বর ইউনিয়ন,http://panishorup.brahmanbaria.gov.bd,Panishor,4
308,/36/998/4822/4839/,union,4822,4839,সরাইল সদর ইউনিয়ন,http://sarailup.brahmanbaria.gov.bd,Sarail,4
309,/36/998/4822/4840/,union,4822,4840,নোয়াগাঁও ইউনিয়ন,http://noagounup.brahmanbaria.gov.bd,Noagoun,4
310,/36/998/4822/4841/,union,4822,4841,শাহজাদাপুর ইউনিয়ন,"http://shahajadapurup.brahmanbaria.gov.bd      ",Shahajadapur,4
311,/36/998/4822/4842/,union,4822,4842,শাহবাজপুর ইউনিয়ন,http://shahbazpurup.brahmanbaria.gov.bd,Shahbazpur,4
312,/36/998/4978/,upazilla,998,4978,আশুগঞ্জ উপজেলা,http://ashuganj.brahmanbaria.gov.bd,Ashuganj Upazilla,3
313,/36/998/4978/4998/,union,4978,4998,আশুগঞ্জ সদর ইউনিয়ন,http://ashuganjup.brahmanbaria.gov.bd,Ashuganj,4
314,/36/998/4978/4999/,union,4978,4999,চরচারতলা ইউনিয়ন,http://charchartalaup.brahmanbaria.gov.bd,Charchartala,4
315,/36/998/4978/5000/,union,4978,5000,দুর্গাপুর ইউনিয়ন,http://durgapurup.brahmanbaria.gov.bd,Durgapur,4
316,/36/998/4978/5001/,union,4978,5001,আড়াইসিধা ইউনিয়ন,http://araishidhaup.brahmanbaria.gov.bd,Araishidha,4
317,/36/998/4978/5002/,union,4978,5002,তালশহর(পঃ) ইউনিয়ন,http://talshaharwup.brahmanbaria.gov.bd,Talshaharw,4
318,/36/998/4978/5003/,union,4978,5003,শরীফপুর ইউনিয়ন,http://sarifpurup.brahmanbaria.gov.bd,Sarifpur,4
319,/36/998/4978/5008/,union,4978,5008,লালপুর ইউনিয়ন,http://lalpurup.brahmanbaria.gov.bd,Lalpur,4
320,/36/998/4978/5009/,union,4978,5009,তারুয়া ইউনিয়ন,http://taruaup.brahmanbaria.gov.bd,Tarua,4
321,/36/998/4979/,upazilla,998,4979,আখাউড়া উপজেলা,http://akhaura.brahmanbaria.gov.bd,Akhaura Upazilla,3
322,/36/998/4979/4993/,union,4979,4993,মনিয়ন্দ ইউনিয়ন,http://moniondaup.brahmanbaria.gov.bd,Monionda,4
323,/36/998/4979/4994/,union,4979,4994,ধরখার ইউনিয়ন,http://dharkharup.brahmanbaria.gov.bd,Dharkhar,4
324,/36/998/4979/4995/,union,4979,4995,মোগড়া ইউনিয়ন,http://mograup.brahmanbaria.gov.bd,Mogra,4
325,/36/998/4979/4996/,union,4979,4996,আখাউড়া (উঃ) ইউনিয়ন,http://akhauranup.brahmanbaria.gov.bd,Akhauran,4
326,/36/998/4979/4997/,union,4979,4997,আখাউড়া (দঃ) ইউনিয়ন,http://akhaurasup.brahmanbaria.gov.bd,Akhauras,4
327,/36/998/4980/,upazilla,998,4980,নবীনগর উপজেলা,http://nabinagar.brahmanbaria.gov.bd,Nabinagar Upazilla,3
328,/36/998/4980/5066/,union,4980,5066,বড়াইল ইউনিয়ন,http://barailup.brahmanbaria.gov.bd,Barail,4
329,/36/998/4980/5067/,union,4980,5067,বীরগাঁও ইউনিয়ন,http://birgaonup.brahmanbaria.gov.bd,Birgaon,4
330,/36/998/4980/5090/,union,4980,5090,কৃষ্ণনগর ইউনিয়ন,http://krishnanagarup.brahmanbaria.gov.bd,Krishnanagar,4
331,/36/998/4980/5091/,union,4980,5091,নাটঘর ইউনিয়ন,http://nathgharup.brahmanbaria.gov.bd,Nathghar,4
332,/36/998/4980/5092/,union,4980,5092,বিদ্যাকুট ইউনিয়ন,http://biddayakutup.brahmanbaria.gov.bd,Biddayakut,4
333,/36/998/4980/5093/,union,4980,5093,নবীনগর (পূর্ব),http://nabinagareup.brahmanbaria.gov.bd,Nabinagare,4
334,/36/998/4980/5094/,union,4980,5094,নবীনগর(পশ্চিম) ইউনিয়ন,http://nabinagarwup.brahmanbaria.gov.bd,Nabinagarw,4
335,/36/998/4980/5096/,union,4980,5096,বিটঘর ইউনিয়ন,http://bitgharup.brahmanbaria.gov.bd,Bitghar,4
336,/36/998/4980/5097/,union,4980,5097,শিবপুর ইউনিয়ন,http://shibpurup.brahmanbaria.gov.bd,Shibpur,4
337,/36/998/4980/5165/,union,4980,5165,শ্রীরামপুর ইউনিয়ন,http://sreerampurup.brahmanbaria.gov.bd,Sreerampur,4
338,/36/998/4980/5168/,union,4980,5168,জিনোদপুর ইউনিয়ন,http://jinudpurup.brahmanbaria.gov.bd,Jinudpur,4
339,/36/998/4980/5171/,union,4980,5171,লাউরফতেপুর ইউনিয়ন,http://laurfatehpurup.brahmanbaria.gov.bd,Laurfatehpur,4
340,/36/998/4980/5172/,union,4980,5172,ইব্রাহিমপুর ইউনিয়ন,http://ibrahimpurup.brahmanbaria.gov.bd,Ibrahimpur,4
341,/36/998/4980/5187/,union,4980,5187,সাতমোড়া ইউনিয়ন,http://satmuraup.brahmanbaria.gov.bd,Satmura,4
342,/36/998/4980/5202/,union,4980,5202,শ্যামগ্রাম ইউনিয়ন,http://shamogramup.brahmanbaria.gov.bd,Shamogram,4
343,/36/998/4980/5215/,union,4980,5215,রসুল্লাবাদ ইউনিয়ন,http://rasullabadup.brahmanbaria.gov.bd,Rasullabad,4
344,/36/998/4980/5217/,union,4980,5217,বড়িকান্দি ইউনিয়ন,http://barikandiup.brahmanbaria.gov.bd,Barikandi,4
345,/36/998/4980/5228/,union,4980,5228,ছলিমগঞ্জ ইউনিয়ন,http://salimganjup.brahmanbaria.gov.bd,Salimganj,4
346,/36/998/4980/5229/,union,4980,5229,রতনপুর ইউনিয়ন,http://ratanpurup.brahmanbaria.gov.bd,Ratanpur,4
347,/36/998/4980/5252/,union,4980,5252,কাইতলা (উঃ) ইউনিয়ন,http://kaitalanup.brahmanbaria.gov.bd,Kaitalan,4
